job_id,cell,speaker,pool,reference_wav,transcript,transcript_source,script_class,language,tool,output_path,seed
11,eval_hi,577537,eval,refs/577537.wav,house rent kaa kharch electricity bill se adhik hai,house rent का खर्च electricity bill से अधिक है,mixed,hi,tortoise,outputs/tortoise_577537_00011.wav,7011
12,eval_hi,581145,eval,refs/581145.wav,ham in par vibhinn conditions ko laagoo kar sakte hain aur uttar jaanch sakte hain,हम इन पर विभिन्न conditions को लागू कर सकते हैं और उत्तर जाँच सकते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_581145_00012.wav,7012
13,eval_hi,596505,eval,refs/596505.wav,isee prakaar se aap any conditional statements ko laagoo kar sakte hain aur uttar jaanch sakte hain,इसी प्रकार से आप अन्य conditional statements को लागू कर सकते हैं और उत्तर जाँच सकते हैं,mixed,hi,tortoise,outputs/tortoise_596505_00013.wav,7013
14,eval_hi,945728,eval,refs/945728.wav,yah statements bahut hee laabhdaayak hote hain jab dher saare data ke saath kaary kar rahe hon,यह statements बहुत ही लाभदायक होते हैं जब ढेर सारे data के साथ कार्य कर रहे हों,mixed,hi,tortoise,outputs/tortoise_945728_00014.wav,7014
15,eval_hi,976811,eval,refs/976811.wav,kandishan ke anusaar jo sahee hai vo uttar print karvaane ke lie aap detaa par if aur or kandishan istemaal kar sakte hain,कंडिशन के अनुसार जो सही है वो उत्तर प्रिंट करवाने के लिए आप डेटा पर if और or कंडिशन इस्तेमाल कर सकते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_976811_00015.wav,7015
16,eval_hi,111627,eval,refs/111627.wav,ab conditional statement men chalie greater than ko less than men badalte hain aur enter kee dabaaen,अब conditional statement में चलिए greater than को less than में बदलते हैं और enter की दबाएँ,mixed,hi,tortoise,outputs/tortoise_111627_00016.wav,7016
17,eval_hi,121073,eval,refs/121073.wav,uttar khud hee positive men badal jaataa hai,उत्तर खुद ही positive में बदल जाता है,mixed,hi,tortoise,outputs/tortoise_121073_00017.wav,7017
18,eval_hi,136325,eval,refs/136325.wav,uttar phir se khud negative men badal jaataa hai,उत्तर फिर से खुद negative में बदल जाता है,mixed,hi,tortoise,outputs/tortoise_136325_00018.wav,7018
19,eval_hi,146859,eval,refs/146859.wav,aage kuchh arithmetic aur statistic functions seekhte hain,आगे कुछ arithmetic और statistic functions सीखते हैं,mixed,hi,tortoise,outputs/tortoise_146859_00019.wav,7019
20,eval_hi,165325,eval,refs/165325.wav,ab sum product aur quotient functions kaise sum karte hain yah jaanchane ke lie kuchh operations karte hain,अब sum product और quotient functions कैसे sum करते हैं यह जाँचने के लिए कुछ operations करते हैं,mixed,hi,tortoise,outputs/tortoise_165325_00020.wav,7020
21,eval_hi,175522,eval,refs/175522.wav,ham is cell men uttar kee gannaa karenge,हम इस cell में उत्तर की गणना करेंगे,mostly_devanagari,hi,tortoise,outputs/tortoise_175522_00021.wav,7021
22,eval_hi,232748,eval,refs/232748.wav,aap isee prakaar se cells ke vibhinn prakaar bhee pravisht kar sakte hain,आप इसी प्रकार से cells के विभिन्न प्रकार भी प्रविष्ट कर सकते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_232748_00022.wav,7022
23,eval_hi,238121,eval,refs/238121.wav,ab dekhte hain ki quotient kaise kaam kartaa hai,अब देखते हैं कि quotient कैसे काम करता है,mixed,hi,tortoise,outputs/tortoise_238121_00023.wav,7023
24,eval_hi,386410,eval,refs/386410.wav,ham uttar kee gannaa karne ke lie is cell kaa upyog karenge,हम उत्तर की गणना करने के लिए इस cell का उपयोग करेंगे,mostly_devanagari,hi,tortoise,outputs/tortoise_386410_00024.wav,7024
25,eval_hi,541916,eval,refs/541916.wav,isee tarah calc men ham kaee prakaar ke arithmetic operations kar sakte hain,इसी तरह calc में हम कई प्रकार के arithmetic operations कर सकते हैं,mixed,hi,tortoise,outputs/tortoise_541916_00025.wav,7025
26,eval_hi,577537,eval,refs/577537.wav,ab seekhte hain ki statistic functions kaa kaaryaanvan kaise karen,अब सीखते हैं कि statistic functions का कार्यान्वन कैसे करें,mixed,hi,tortoise,outputs/tortoise_577537_00026.wav,7026
27,eval_hi,581145,eval,refs/581145.wav,dekhte hain ki kaise statistical functions kaa istemaal karke nyoontam adhiktam aur madhy mool pataa karte hain,देखते हैं कि कैसे statistical functions का इस्तेमाल करके न्यूनतम अधिकतम और मध्य मूल पता करते हैं,mixed,hi,tortoise,outputs/tortoise_581145_00027.wav,7027
28,eval_hi,596505,eval,refs/596505.wav,cost sheershak ke andar hamaare paas bahut kam pravishtiyaan hain,cost शीर्षक के अंदर हमारे पास बहुत कम प्रविष्टियाँ हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_596505_00028.wav,7028
29,eval_hi,945728,eval,refs/945728.wav,yah uttar hain jo ki pradarshit hone chaahie jab ham unke functions istemaal karte hain,यह उत्तर हैं जो कि प्रदर्शित होने चाहिए जब हम उनके functions इस्तेमाल करते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_945728_00029.wav,7029
30,eval_hi,976811,eval,refs/976811.wav,ab statement men shabd max ko min se badlen,अब statement में शब्द max को min से बदलें,mixed,hi,tortoise,outputs/tortoise_976811_00030.wav,7030
31,eval_hi,111627,eval,refs/111627.wav,madhy value nikalne ke lie shabd min ko median se badlen,मध्य value निकलने के लिए शब्द min को median से बदलें,mixed,hi,tortoise,outputs/tortoise_111627_00031.wav,7031
32,eval_hi,121073,eval,refs/121073.wav,isee prakaar se aap data par any statistical functions istemaal kar sakte hain aur tadnusaar vishleshan kar sakte hain,इसी प्रकार से आप data पर अन्य statistical functions इस्तेमाल कर सकते हैं और तदनुसार विश्लेषण कर सकते हैं,mixed,hi,tortoise,outputs/tortoise_121073_00032.wav,7032
33,eval_hi,136325,eval,refs/136325.wav,ab seekhte hain ki sankhyaaon kaa poornan kaise karen,अब सीखते हैं कि संख्याओं का पूर्णन कैसे करें,mostly_devanagari,hi,tortoise,outputs/tortoise_136325_00033.wav,7033
34,eval_hi,146859,eval,refs/146859.wav,cost sheershak ke andar kuchh badlaav karte hain,cost शीर्षक के अंदर कुछ बदलाव करते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_146859_00034.wav,7034
35,eval_hi,165325,eval,refs/165325.wav,ab maan leejiye ham hamaare uttar men koee bhee dashamlav sthaan naheen dekhnaa chaahte,अब मान लीजिये हम हमारे उत्तर में कोई भी दशमलव स्थान नहीं देखना चाहते,mostly_devanagari,hi,tortoise,outputs/tortoise_165325_00035.wav,7035
36,eval_hi,175522,eval,refs/175522.wav,rounding off nichlee poorn sankhyaa yaa to oopree poorn sankhyaa par kar sakte hain,rounding off निचली पूर्ण संख्या या तो ऊपरी पूर्ण संख्या पर कर सकते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_175522_00036.wav,7036
37,eval_hi,232748,eval,refs/232748.wav,uttar ke saath cell par click karen aur shabd round ko badal kar roundup karen,उत्तर के साथ cell पर click करें और शब्द round को बदल कर roundup करें,mixed,hi,tortoise,outputs/tortoise_232748_00037.wav,7037
38,eval_hi,238121,eval,refs/238121.wav,nichlee poorn sankhyaa par round off karne ke lie roundup shabd ko rounddown men badlen,निचली पूर्ण संख्या पर round off करने के लिए roundup शब्द को rounddown में बदलें,mixed,hi,tortoise,outputs/tortoise_238121_00038.wav,7038
39,eval_hi,386410,eval,refs/386410.wav,apnee personalfinancetracker ods ko uske aslee roop men paane ke lie in badlaavon ko andoo karen,अपनी personalfinancetracker ods को उसके असली रूप में पाने के लिए इन बदलावों को अन्डू करें,mixed,hi,tortoise,outputs/tortoise_386410_00039.wav,7039
40,eval_hi,541916,eval,refs/541916.wav,isee ke saath ham libar ophis calc par is spoken tutorial kee samaapti kee or aa gaye hain,इसी के साथ हम लिबर ऑफिस calc पर इस spoken tutorial की समाप्ति की ओर आ गये हैं,mixed,hi,tortoise,outputs/tortoise_541916_00040.wav,7040
41,eval_hi,577537,eval,refs/577537.wav,yah spoken tutorial project ko saaraanshit kartaa hai,यह spoken tutorial project को सारांशित करता है,mixed,hi,tortoise,outputs/tortoise_577537_00041.wav,7041
42,eval_hi,581145,eval,refs/581145.wav,yadi aapke paas achchhaa bandwidth naheen hai to aap ise download karke dekh sakte hain,यदि आपके पास अच्छा bandwidth नहीं है तो आप इसे download करके देख सकते हैं,mixed,hi,tortoise,outputs/tortoise_581145_00042.wav,7042
43,eval_hi,596505,eval,refs/596505.wav,spoken tutorials kaa upyog karke kaaryashaalaaen bhee chalaate hain,spoken tutorials का उपयोग करके कार्यशालाएँ भी चलाते हैं,mixed,hi,tortoise,outputs/tortoise_596505_00043.wav,7043
44,eval_hi,945728,eval,refs/945728.wav,unko pramaanpatr bhee dete hain jo online test pass karte hain,उनको प्रमाणपत्र भी देते हैं जो online test pass करते हैं,mixed,hi,tortoise,outputs/tortoise_945728_00044.wav,7044
45,eval_hi,976811,eval,refs/976811.wav,adhik jaankaaree ke lie kripyaa contact at spoken hyphen tutorial dot org par sampark karen,अधिक जानकारी के लिए कृपया contact at spoken hyphen tutorial dot org पर संपर्क करें,mixed,hi,tortoise,outputs/tortoise_976811_00045.wav,7045
46,eval_hi,111627,eval,refs/111627.wav,spoken tutorial project talktoateacher project kaa hissaa hai,spoken tutorial project talktoateacher project का हिस्सा है,mostly_latin,hi,tortoise,outputs/tortoise_111627_00046.wav,7046
47,eval_hi,121073,eval,refs/121073.wav,bhaarat sarkaar ke emechaardee ke aaeeseetee ke maadhyam se raashtreey saakshartaa mission dvaaraa samarthit hai,भारत सरकार के एमएचआरडी के आईसीटी के माध्यम से राष्ट्रीय साक्षरता mission द्वारा समर्थित है,mostly_devanagari,hi,tortoise,outputs/tortoise_121073_00047.wav,7047
48,eval_hi,136325,eval,refs/136325.wav,is mission par adhik jaankaaree nimn link par uplabdh hai,इस mission पर अधिक जानकारी निम्न लिंक पर उपलब्ध है,mostly_devanagari,hi,tortoise,outputs/tortoise_136325_00048.wav,7048
49,eval_hi,146859,eval,refs/146859.wav,spoken hyphen tutorial dot org slash nmeict hyphen intro,spoken hyphen tutorial dot org slash nmeict hyphen intro,mostly_latin,hi,tortoise,outputs/tortoise_146859_00049.wav,7049
50,eval_hi,165325,eval,refs/165325.wav,aaee aaee tee bombe kee or se main ravi kumaar ab aapse vidaa letaa hoon hamse jurne ke lie dhanyavaad,आई आई टी बॉम्बे की ओर से मैं रवि कुमार अब आपसे विदा लेता हूँ हमसे जुड़ने के लिए धन्यवाद,mostly_devanagari,hi,tortoise,outputs/tortoise_165325_00050.wav,7050
51,eval_hi,175522,eval,refs/175522.wav,namaskaar is tayootoriyal men main aapko dikhaaoongaa ki kaise ek saral php aplod skript banaaen,नमस्कार इस टयूटोरियल में मैं आपको दिखाऊँगा कि कैसे एक सरल php अपलोड स्क्रिप्ट बनाएँ,mostly_devanagari,hi,tortoise,outputs/tortoise_175522_00051.wav,7051
52,eval_hi,232748,eval,refs/232748.wav,yah hamaaree uplod dot php phaail men thoraa adhik agrim hogaa,यह हमारी उपलोड dot php फाइल में थोड़ा अधिक अग्रिम होगा,mostly_devanagari,hi,tortoise,outputs/tortoise_232748_00052.wav,7052
53,eval_hi,238121,eval,refs/238121.wav,erar soochnaaon kaa istemaal yah jaanne ke lie kar sakte hain ki vah paayee gayee hain yaa naheen,एरर सूचनाओं का इस्तेमाल यह जानने के लिए कर सकते हैं कि वह पायी गयी हैं या नहीं,mostly_devanagari,hi,tortoise,outputs/tortoise_238121_00053.wav,7053
54,eval_hi,386410,eval,refs/386410.wav,phir ham phaail ko sansaadhit karne jaa rahe hain aur usko hamaare veb sarvar men ek vishisht daayrektree men sev karenge,फिर हम फाइल को संसाधित करने जा रहे हैं और उसको हमारे वेब सर्वर में एक विशिष्ट डायरेक्ट्री में सेव करेंगे,mostly_devanagari,hi,tortoise,outputs/tortoise_386410_00054.wav,7054
55,eval_hi,541916,eval,refs/541916.wav,ham yah bhee seekhenge ki phaail kee phaail saaiz ko kaise jaanchen jisse ki aap ke paas adhiktam aur nyoontam phaail saaiz ho,हम यह भी सीखेंगे कि फाइल की फाइल साइज़ को कैसे जाँचें जिससे कि आप के पास अधिकतम और न्यूनतम फाइल साइज़ हो,mostly_devanagari,hi,tortoise,outputs/tortoise_541916_00055.wav,7055
56,eval_hi,577537,eval,refs/577537.wav,atah yahaan mainne uploaded naamak ek pholdar banaayaa hai jisme mainne meree index aur upload dot php phaails banaayeen hai,अतः यहाँ मैंने uploaded नामक एक फोल्डर बनाया है जिसमे मैंने मेरी index और upload dot php फाइल्स बनायीं है,mixed,hi,tortoise,outputs/tortoise_577537_00056.wav,7056
57,eval_hi,581145,eval,refs/581145.wav,aur yaheen meree phaails sanchit ho rahee hain jab ve ek baar aplod ho jaatee hain,और यहीं मेरी फाइल्स संचित हो रही हैं जब वे एक बार अपलोड हो जाती हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_581145_00057.wav,7057
58,eval_hi,596505,eval,refs/596505.wav,jab phaails aplod kee jaatee hain to shuruaat men ve veb sarvar par ek asthaayee jagah par chalee jaatee hain naaki is pholdar men,जब फाइल्स अपलोड की जाती हैं तो शुरुआत में वे वेब सर्वर पर एक अस्थायी जगह पर चली जाती हैं नाकि इस फोल्डर में,mostly_devanagari,hi,tortoise,outputs/tortoise_596505_00058.wav,7058
59,eval_hi,945728,eval,refs/945728.wav,method ko post ke roop men set kiyaa hai iskaa kaaran yah hai ki hamen ise get veriebal men sanchay karne kee aashyaktaa naheen hai,method को post के रूप में सेट किया है इसका कारण यह है कि हमें इसे get वेरिएबल में संचय करने की आश्यकता नहीं है,mostly_devanagari,hi,tortoise,outputs/tortoise_945728_00059.wav,7059
60,eval_hi,976811,eval,refs/976811.wav,kyon kyonki surakshaa kaarnon kee vajah se ham naheen chaahte ki vebsaait par bheje jaane vaale binary data ko upyogkartaa dekhe,क्यों क्योंकि सुरक्षा कारणों की वजह से हम नहीं चाहते कि वेबसाइट पर भेजे जाने वाले binary data को उपयोगकर्ता देखे,mostly_devanagari,hi,tortoise,outputs/tortoise_976811_00060.wav,7060
61,eval_hi,111627,eval,refs/111627.wav,aur saath hee yahaan hamaare get  veriebal par sau aksharon kee seemaa hai,और साथ ही यहाँ हमारे get  वेरिएबल पर सौ अक्षरों की सीमा है,mostly_devanagari,hi,tortoise,outputs/tortoise_111627_00061.wav,7061
62,eval_hi,121073,eval,refs/121073.wav,atah aapke paas ek kaaphee chhotee phaail hogee yadi aapke paas detaa ke keval sau bits hain,अतः आपके पास एक काफी छोटी फाइल होगी यदि आपके पास डेटा के केवल सौ bits हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_121073_00062.wav,7062
63,eval_hi,136325,eval,refs/136325.wav,theek hai hamaare paas ek aur pairaameetar hai jise aapne isse pahle naheen sunaa hogaa,ठीक है हमारे पास एक और पैरामीटर है जिसे आपने इससे पहले नहीं सुना होगा,mostly_devanagari,hi,tortoise,outputs/tortoise_136325_00063.wav,7063
64,eval_hi,146859,eval,refs/146859.wav,yah enctype hai enkoding taaip jiskaa matlab hai ki ham kaise ise inkod karne jaa rahe hain,यह enctype है एन्कोडिंग टाइप जिसका मतलब है कि हम कैसे इसे इनकोड करने जा रहे हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_146859_00064.wav,7064
65,eval_hi,165325,eval,refs/165325.wav,yah multipart hogaa aur hamen ek phorvard slaish kee aavashyaktaa hai aur phir yah phorm data hogaa,यह multipart होगा और हमें एक फॉरवर्ड स्लैश की आवश्यकता है और फिर यह फॉर्म data होगा,mostly_devanagari,hi,tortoise,outputs/tortoise_165325_00065.wav,7065
66,eval_hi,175522,eval,refs/175522.wav,sankshipt men ham is praaroop ko detaa ke roop men jamaa kar rahe hain yaani binary data  shoony aur ek jise main yahaan pahle hee bataa chukaa hoon,संक्षिप्त में हम इस प्रारूप को डेटा के रूप में जमा कर रहे हैं यानि binary data  शून्य और एक जिसे मैं यहाँ पहले ही बता चुका हूँ,mostly_devanagari,hi,tortoise,outputs/tortoise_175522_00066.wav,7066
67,eval_hi,232748,eval,refs/232748.wav,theek hai hamen type mil gayaa hai jismen yah enkod hone jaa rahaa hai ham apnaa phorm yahaan samaapt karenge,ठीक है हमें type मिल गया है जिसमें यह एनकोड होने जा रहा है हम अपना फॉर्म यहाँ समाप्त करेंगे,mostly_devanagari,hi,tortoise,outputs/tortoise_232748_00067.wav,7067
68,eval_hi,238121,eval,refs/238121.wav,hamen apnee phaail ke lie input ke roop men kuchh eleements kee aavashyaktaa hogee,हमें अपनी फाइल के लिए इनपुट के रूप में कुछ एलीमेंट्स की आवश्यकता होगी,mostly_devanagari,hi,tortoise,outputs/tortoise_238121_00068.wav,7068
69,eval_hi,386410,eval,refs/386410.wav,is type ko file ke roop men set kiyaa gayaa hai aur ham ise vishisht roop se myfile bolenge,इस type को file के रूप में सेट किया गया है और हम इसे विशिष्ट रूप से myfile बोलेंगे,mixed,hi,tortoise,outputs/tortoise_386410_00069.wav,7069
70,eval_hi,541916,eval,refs/541916.wav,theek hai pairaagraaph yahaan khatm hotaa hai aur phir hamen bas sabmit batan kee aavashyaktaa hai,ठीक है पैराग्राफ यहाँ खत्म होता है और फिर हमें बस सबमिट बटन की आवश्यकता है,mostly_devanagari,hi,tortoise,outputs/tortoise_541916_00070.wav,7070
71,eval_hi,577537,eval,refs/577537.wav,theek hai to chalie ise abhee dekhte hain  ise band kar dete hain,ठीक है तो चलिए इसे अभी देखते हैं  इसे बंद कर देते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_577537_00071.wav,7071
72,eval_hi,581145,eval,refs/581145.wav,vaapas chalte hain aap yahaan dekh sakte hain hamen hamaaraa input mil gayaa hai,वापस चलते हैं आप यहाँ देख सकते हैं हमें हमारा इनपुट मिल गया है,mostly_devanagari,hi,tortoise,outputs/tortoise_581145_00072.wav,7072
73,eval_hi,596505,eval,refs/596505.wav,mainne ise braaus kar saktaa hoon ham dekh sakte hain hamaare paas phaails hain  jise ham uplod kar sakte hain,मैंने इसे ब्राउस कर सकता हूँ हम देख सकते हैं हमारे पास फाइल्स हैं  जिसे हम उपलोड कर सकते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_596505_00073.wav,7073
74,eval_hi,945728,eval,refs/945728.wav,theek hai atah ise upyog ke lie aur aasaan banaate hain,ठीक है अतः इसे उपयोग के लिए और आसान बनाते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_945728_00074.wav,7074
75,eval_hi,976811,eval,refs/976811.wav,phaail aplod karen ise riphresh karte hain hamen yahaan ek achchhaa pej milaa hai,फाइल अपलोड करें इसे रिफ्रेश करते हैं हमें यहाँ एक अच्छा पेज मिला है,mostly_devanagari,hi,tortoise,outputs/tortoise_976811_00075.wav,7075
76,eval_hi,111627,eval,refs/111627.wav,aur saath hee hamaare paas aplod batan hai joki hamaaree upload dot php jamaa kartaa hai,और साथ ही हमारे पास अपलोड बटन है जोकि हमारी upload dot php जमा करता है,mostly_devanagari,hi,tortoise,outputs/tortoise_111627_00076.wav,7076
77,eval_hi,121073,eval,refs/121073.wav,theek hai to upload dot php ke andar hamen is phaail ke sansaadhan ke lie ek tareekaa chaahie joki hamaare phorm se jamaa huee hai,ठीक है तो upload dot php के अंदर हमें इस फाइल के संसाधन के लिए एक तरीका चाहिए जोकि हमारे फॉर्म से जमा हुई है,mostly_devanagari,hi,tortoise,outputs/tortoise_121073_00077.wav,7077
78,eval_hi,136325,eval,refs/136325.wav,isko karne kaa tareekaa hai ki dollar andaraskor files kaa istemaal karen vaastav men yah sahee naheen hai,इसको करने का तरीका है कि dollar अंडरस्कोर files का इस्तेमाल करें वास्तव में यह सही नहीं है,mostly_devanagari,hi,tortoise,outputs/tortoise_136325_00078.wav,7078
79,eval_hi,146859,eval,refs/146859.wav,ham iskaa keval ek udhaaran eko karke bataa sakte hain ki yah sahee naheen hai,हम इसका केवल एक उदहारण एको करके बता सकते हैं कि यह सही नहीं है,mostly_devanagari,hi,tortoise,outputs/tortoise_146859_00079.wav,7079
80,eval_hi,165325,eval,refs/165325.wav,jab ham karte hain aur main aplod par klik kartaa hoon ham dekh sakte hain hamen keval array milee hai aisaa islie kyonki yah ek arai hai,जब हम करते हैं और मैं अपलोड पर क्लिक करता हूँ हम देख सकते हैं हमें केवल array मिली है ऐसा इसलिए क्योंकि यह एक अरै है,mostly_devanagari,hi,tortoise,outputs/tortoise_165325_00080.wav,7080
81,eval_hi,175522,eval,refs/175522.wav,atah ham yahaan myfile istemaal karenge aur dusre men kaee any cheeze likh sakte hain aur sabse sahaj aur saral kahiye to phaail kaa naam hai,अतः हम यहाँ myfile इस्तेमाल करेंगे और दुसरे में कई अन्य चीज़े लिख सकते हैं और सबसे सहज और सरल कहिये तो फाइल का नाम है,mostly_devanagari,hi,tortoise,outputs/tortoise_175522_00081.wav,7081
82,eval_hi,232748,eval,refs/232748.wav,atah upload form men vaapas chalte hain aur intro dot avi ko chunte  hain yah yahaan darshaayaa jaaegaa,अतः upload form में वापस चलते हैं और intro dot avi को चुनते  हैं यह यहाँ दर्शाया जाएगा,mixed,hi,tortoise,outputs/tortoise_232748_00082.wav,7082
83,eval_hi,238121,eval,refs/238121.wav,aplod par klik karte hain aur agle pej par ham intro dot avi  dekhte hain,अपलोड पर क्लिक करते हैं और अगले पेज पर हम intro dot avi  देखते हैं,mostly_devanagari,hi,tortoise,outputs/tortoise_238121_00083.wav,7083
84,eval_hi,386410,eval,refs/386410.wav,yaad rahe yah hamaaraa upload dot php phorm hai maaf keejiye phaail,याद रहे यह हमारा upload dot php फॉर्म है माफ़ कीजिये फाइल,mixed,hi,tortoise,outputs/tortoise_386410_00084.wav,7084
85,eval_hi,541916,eval,refs/541916.wav,theek hai to yah is prakaar se thaa main abhee ise ek veriebal men sanchit kartaa hoon,ठीक है तो यह इस प्रकार से था मैं अभी इसे एक वेरिएबल में संचित करता हूँ,mostly_devanagari,hi,tortoise,outputs/tortoise_541916_00085.wav,7085
86,eval_hi,577537,eval,refs/577537.wav,aglaa ham dekhenge ki main use abhee yahaan likhoongaa phaail kaa prakaar hai,अगला हम देखेंगे कि मैं उसे अभी यहाँ लिखूँगा फाइल का प्रकार है,mostly_devanagari,hi,tortoise,outputs/tortoise_577537_00086.wav,7086
87,eval_hi,581145,eval,refs/581145.wav,atah yah dolar andaraskor phaaeels hai aur ham repherens myname istemaal karenge,अतः यह डॉलर अंडरस्कोर फाईल्स है और हम रेफेरेंस myname इस्तेमाल करेंगे,mostly_devanagari,hi,tortoise,outputs/tortoise_581145_00087.wav,7087
88,eval_hi,596505,eval,refs/596505.wav,aur iske andar hamaare paas type hogaa atah yah prakaar hai yaa balki ham ise eko karenge jisse ki aap ise dekh saken,और इसके अंदर हमारे पास type होगा अतः यह प्रकार है या बल्कि हम इसे एको करेंगे जिससे कि आप इसे देख सकें,mostly_devanagari,hi,tortoise,outputs/tortoise_596505_00088.wav,7088
89,eval_hi,945728,eval,refs/945728.wav,aur yah riphresh kiyaa isko risend karen aur ab isko dekhiye myfile,और यह रिफ्रेश किया इसको रिसेंड करें और अब इसको देखिये myfile,mostly_devanagari,hi,tortoise,outputs/tortoise_945728_00089.wav,7089
90,eval_hi,976811,eval,refs/976811.wav,ise resend karen aur aur ham yahaan video slash avi dekh sakte hain aap ne shaayad yah kaheen pahle html men bhee dekhaa hogaa,इसे resend करें और और हम यहाँ video slash avi देख सकते हैं आप ने शायद यह कहीं पहले html में भी देखा होगा,mixed,hi,tortoise,outputs/tortoise_976811_00090.wav,7090
91,eval_hi,111627,eval,refs/111627.wav,udaaharnasvarup yah image slash png yaa image slash jpeg image slash bmp  video slash avi aur video slash mpeg yaa koee aur any praaroop ho saktaa hai,उदाहरणस्वरुप यह image slash png या image slash jpeg image slash bmp  video slash avi और video slash mpeg या कोई और अन्य प्रारूप हो सकता है,mixed,hi,tortoise,outputs/tortoise_111627_00091.wav,7091
92,eval_hi,121073,eval,refs/121073.wav,is samay ham yahaan se dekh sakte hain ki yah ek avi phaail hai atah islie hamen type men yah milaa,इस समय हम यहाँ से देख सकते हैं कि यह एक avi फाइल है अतः इसलिए हमें type में यह मिला,mostly_devanagari,hi,tortoise,outputs/tortoise_121073_00092.wav,7092
93,eval_hi,136325,eval,refs/136325.wav,atah ham kah sakte hain ki type in sab ke baraabar hai,अतः हम कह सकते हैं कि type इन सब के बराबर है,mostly_devanagari,hi,tortoise,outputs/tortoise_136325_00093.wav,7093
94,eval_hi,146859,eval,refs/146859.wav,aap dekh sakte hain ki aapkee jamaa kee huee phaail kee eproperty praapt karnaa kaaphee saral hai,आप देख सकते हैं कि आपकी जमा की हुई फाइल की eproperty प्राप्त करना काफी सरल है,mostly_devanagari,hi,tortoise,outputs/tortoise_146859_00094.wav,7094
