clip,speaker,language,transcript,chars,duration_sec,rms,clipped_fraction,chars_per_sec,ok,reason
rvc_445718_00017.wav,445718,hi,नमस्कार आपका फिर से स्वागत है इस ट्यूटोरियल में हम डेटाबेस में कुछ डेटा लिखेंगे,79,5.98,0.14043989777565002,0.0,13.2,True,
rvc_445718_00018.wav,445718,hi,लिबर ऑफिस में data स्वरूपण यानि formatting data पर spoken tutorial में आपका स्वागत है,85,6.98,0.16149836778640747,0.0,12.2,True,
rvc_445718_00019.wav,445718,hi,tux typing टक्स टाइपिंग के परिचय पर स्पोकन ट्यूटोरियल में आपका स्वागत है,72,4.98,0.17751802504062653,0.0,14.5,True,
rvc_445718_00020.wav,445718,hi,libreoffice base पर इस spoken tutorial में आपका स्वागत है,57,3.98,0.12841594219207764,0.0,14.3,True,
rvc_445718_00021.wav,445718,hi,नमस्कार! पिछले ट्यूटोरियल में हमने डेटा चुना और हमने सफलतापूर्वक अपने पेज पर डेटा दर्शाया,89,6.98,0.14708898961544037,0.0,12.8,True,
rvc_445718_00022.wav,445718,hi,आपका फिर से स्वागत है हम इस send mail from not set in php dot ini एरर को कैसे व्यवस्थित करें,92,10.98,0.14639392495155334,0.0,8.4,True,
rvc_445718_00023.wav,445718,hi,change password  ट्यूटोरियल के दूसरे भाग में आपका स्वागत है पिछले में हमने सीखा कि चेक कैसे करें यदि हमारा फार्म सब्मिट हो गया है,129,8.98,0.17136509716510773,0.0,14.4,True,
rvc_445718_00024.wav,445718,hi,import marc file into koha पर स्पोकन ट्यूटोरियल में आपका स्वागत है,66,4.98,0.1721658855676651,0.0,13.3,True,
rvc_445718_00025.wav,445718,hi,इस tutorial में आप सीखेंगे कि निम्न का उपयोग करके साधारण drawings कैसे करें,75,4.98,0.19894340634346008,0.0,15.1,True,
rvc_445718_00026.wav,445718,hi,मैं इन स्ट्रिंग फंक्शंस के बारे में बताऊँगा जोकि यहाँ दिखाए गए हैं,66,2.98,0.17859159409999847,0.0,22.1,True,
rvc_445718_00027.wav,445718,hi,इस tutorial में हम निम्न के बारे में सीखेंगे,44,2.98,0.2049402892589569,0.0,14.8,True,
rvc_445718_00028.wav,445718,hi,लिबरऑफिस राइटर पर ट्यूटोरियल डॉक्युमेंट में संपादन के समय ट्रैक में बदलाव में आपका स्वागत है,92,5.98,0.1712503284215927,0.0,15.4,True,
rvc_445718_00029.wav,445718,hi,हम यहाँ अपने डेटाबेस से पहले ही जुड़ चुके हैं,45,2.98,0.2046443223953247,0.0,15.1,True,
rvc_445718_00030.wav,445718,hi,इस tutorial में हम निम्नलिखित सीखेंगे,37,3.98,0.1424274444580078,0.0,9.3,True,
rvc_445718_00031.wav,445718,hi,इस tutorial में हम निम्न सीखेंगे:,33,3.98,0.10556874424219131,0.0,8.3,True,
rvc_445718_00032.wav,445718,hi,draw पेज के लिए margins यानि हाशिया set करें,44,2.98,0.18976961076259613,0.0,14.8,True,
rvc_445718_00033.wav,445718,hi,फिर हम एक पूर्ण जाँच करेंगे यह देखने के लिए यदि यह वाकई में कार्य कर रहा है,75,2.98,0.2205958515405655,0.0,25.2,True,
rvc_445718_00034.wav,445718,hi,इस tutorial में हम लाइब्रेरी बनाना और ग्रुप बनाना सीखेंगे,57,8.98,0.15483540296554565,0.0,6.3,True,
rvc_445718_00035.wav,445718,hi,इस tutorial में हम libreoffice में simple forms के बारे में सीखेंगे,67,5.98,0.16946546733379364,0.0,11.2,True,
rvc_445718_00036.wav,445718,hi,इस tutorial में हम यह सीखेंगे कि slides के लिए backgrounds लेआउट कैसे लागू करें,79,6.98,0.17544525861740112,0.0,11.3,True,
rvc_445718_00037.wav,445718,hi,इस tutorial में हम notes के बारे में और उनको print कैसे करना सीखेंगे,68,5.98,0.1378554403781891,0.0,11.4,True,
rvc_445718_00038.wav,445718,hi,इस tutorial में हम impress में custom animation के बारे में सीखेंगे,67,4.98,0.1353348344564438,0.0,13.5,True,
rvc_445718_00039.wav,445718,hi,इस tutorial में हम निम्न सीखेंगे:,33,3.98,0.10424835234880447,0.0,8.3,True,
rvc_445718_00040.wav,445718,hi,रोव्स तथा columns को जोड़ना और डिलीट करना,41,3.98,0.16319717466831207,0.0,10.3,True,
rvc_445718_00041.wav,445718,hi,यह करने के लिए हम अपने mysql query फंक्शन का इस्तेमाल करेंगे,60,3.98,0.15185238420963287,0.0,15.1,True,
rvc_445718_00042.wav,445718,hi,इस tutorial में हम निम्न के बारे में सीखेंगे,44,6.98,0.1481790840625763,0.0,6.3,True,
rvc_445718_00043.wav,445718,hi,इस ट्यूटोरियल में आप सीखेंगे:,29,2.98,0.16050641238689423,0.0,9.7,True,
rvc_445718_00044.wav,445718,hi,इस tutorial में हम सीखेंगे कि,29,3.98,0.1466744989156723,0.0,7.3,True,
rvc_445718_00045.wav,445718,hi,चलिए मैं आपको यहाँ इस पेज पर वापस ले चलता हूँ हम देख सकते हैं कि सब कुछ ठीक कार्य कर रहा है,91,3.98,0.15792347490787506,0.0,22.9,True,
rvc_445718_00046.wav,445718,hi,हमने निर्धारित नहीं किया है कि यह इमेल किसके तरफ से है,54,6.98,0.1468781977891922,0.0,7.7,True,
rvc_445718_00047.wav,445718,hi,हमें यहाँ हमारी डेटा वेल्यू मिली है,35,3.98,0.17671659588813782,0.0,8.8,True,
rvc_445718_00048.wav,445718,hi,इस ट्यूटोरियल में हम सीखेंगे  koha में  marc फाइल इंपोर्ट करना और  opac में इम्पोर्टेड डेटा सर्च करना,101,8.98,0.18037168681621552,0.0,11.2,True,
rvc_445718_00049.wav,445718,hi,बुनियादी आकार जैसेlines arrows और आयत,37,3.98,0.15198640525341034,0.0,9.3,True,
rvc_445718_00050.wav,445718,hi,इनमें से अधिकांश बहुत उपयोगी और नियमित उपयोग में आने वाले एप्लीकेशन के लिए अनुकूल हैं,85,3.98,0.19383490085601807,0.0,21.4,True,
rvc_445718_00051.wav,445718,hi,इस tutorial के अनुसरण के लिए आपको लिनक्स operating system के साथ परिचित होना चाहिए,82,4.98,0.2145916223526001,0.0,16.5,True,
rvc_445718_00052.wav,445718,hi,इस ट्यूटोरियल में मैं समझाऊँगा कि लिबरऑफिस राइटर में डॉक्युमेंट का पीयर रिव्यू सहकर्मी समीक्षा कैसे किया जा सकता है,115,5.98,0.1913183331489563,0.0,19.2,True,
rvc_445718_00053.wav,445718,hi,हम यहाँ पहले ही जुड़ चुके हैं तो फिर से जोड़ने की आवश्यकता नहीं है क्योंकि यह कमांड पहले ही फिर से जारी हो चुकी है,114,8.98,0.15127959847450256,0.0,12.7,True,
rvc_445718_00054.wav,445718,hi,यहाँ हम अपने operating system के रूप में उबंटु लिनक्स 1004 का उपयोग कर रहे हैं और लिबर ऑफिस suite version 334,109,10.98,0.13577376306056976,0.0,9.9,True,
rvc_445718_00055.wav,445718,hi,calc में अन्य शीट्स का उल्लेख कैसे करें,39,2.98,0.19287274777889252,0.0,13.1,True,
rvc_445718_00056.wav,445718,hi,पेज numbers दिनांक और समय प्रविष्ट करें,39,2.98,0.17308129370212555,0.0,13.1,True,
rvc_445718_00057.wav,445718,hi,पिछले भाग में आपने देखा था कि मैंने खुद को डेटाबेस में रजिस्टर कर लिया था सब कुछ ठीक सही किया था और मैं यहाँ लॉगिन स्क्रीन पर हूँ,129,9.98,0.18936973810195923,0.0,12.9,True,
rvc_445718_00058.wav,445718,hi,इस tutorial को record करने के लिए मैं उपयोग कर रही हूँ उबंटु लिनक्स operating system 1604,89,7.98,0.1851464956998825,0.0,11.2,True,
rvc_445718_00059.wav,445718,hi,यहाँ हम निम्न सीखेंगे,21,2.98,0.1238214448094368,0.0,7.0,True,
rvc_445718_00060.wav,445718,hi,यहाँ हम उबंटू लिनक्स वर्जन 1004 और लिबर ऑफिस सूट वर्जन 334 का उपयोग कर रहे हैं,78,8.98,0.15904536843299866,0.0,8.7,True,
rvc_445718_00061.wav,445718,hi,दर्शकों के लिए प्रत्येक slide पर अतिरिक्त सामग्री या रेफ्रेन्सेस के लिए,71,5.98,0.18401476740837097,0.0,11.9,True,
rvc_445718_00062.wav,445718,hi,यहाँ हम उबंटू लिनक्स 1004 और लिबरऑफिस सूट वर्जन 334 का उपयोग कर रहे हैं,71,8.98,0.16721956431865692,0.0,7.9,True,
rvc_445718_00063.wav,445718,hi,calc में अन्य शीट्स का उ ल्लेख कैसे करें,40,3.98,0.1620330661535263,0.0,10.1,True,
rvc_445718_00064.wav,445718,hi,शीट्स को जोड़ना और डिलीट करना शीट्स को फिर से नाम देना,54,3.98,0.17631545662879944,0.0,13.6,True,
rvc_445718_00065.wav,445718,hi,अब आप यहाँ देख सकते हैं कि हमारे पास हमारे रिकार्डसअभिलेख हैं,61,5.98,0.12688769400119781,0.0,10.2,True,
rvc_445718_00066.wav,445718,hi,automatic wrapping का उपयोग करके text की विभिन्न lines को फॉर्मेट करना,70,4.98,0.16633673012256622,0.0,14.1,True,
rvc_445718_00067.wav,445718,hi,वाक्यांशों को टाइप कैसे करें अपने शब्दों की सूची तैयार कैसे करें,64,3.98,0.19808316230773926,0.0,16.1,True,
rvc_445718_00068.wav,445718,hi,कैसे sql view में queries लिखें,31,2.98,0.1630970984697342,0.0,10.4,True,
rvc_445718_00069.wav,445718,hi,हमारा सारा डेटा यहाँ हमारे पास है,33,6.98,0.16611342132091522,0.0,4.7,False,speech too slow / stalled (5 chars/s)
rvc_445718_00070.wav,445718,hi,इमेल भेजने के लिए हमें यह करने की आवश्यकता है,45,4.98,0.1473620980978012,0.0,9.0,True,
rvc_445718_00071.wav,445718,hi,कृपया याद रखें कि हमारे डेटाबेस के अंदर हमारे पासवर्डस एन्क्रिप्ट हैं,69,4.98,0.21430161595344543,0.0,13.9,True,
rvc_445718_00072.wav,445718,hi,इस ट्यूटोरियल को रिकॉर्ड करने के लिए मैं उपयोग कर रही हूँ  ubuntu linux os 1604,79,6.98,0.1707608550786972,0.0,11.3,True,
rvc_445718_00073.wav,445718,hi,बुनियादी geometric आकार symbols stars और banners,48,4.98,0.17229391634464264,0.0,9.6,True,
rvc_445718_00074.wav,445718,hi,साथ ही जो विडियो मैं बनाऊँगा या जो बनाए हैं उन सभी के लिए निश्चित रूप से अनुकूल है,82,5.98,0.1903182715177536,0.0,13.7,True,
rvc_445718_00075.wav,445718,hi,यदि नहीं तो सम्बंधित tutorials के लिए कृपया हमारी website पर जाएँ,65,5.98,0.19058667123317719,0.0,10.9,True,
rvc_445718_00076.wav,445718,hi,हम एक मौजूद डॉक्युमेंट को खोलेंगे,33,2.98,0.167613685131073,0.0,11.1,True,
rvc_445718_00077.wav,445718,hi,मैं query change नामक एक नई क्वेरी बनाऊँगा और यह mysql query फंक्शन के बराबर होगी,81,6.98,0.14195726811885834,0.0,11.6,True,
rvc_445718_00078.wav,445718,hi,अतः लिबर ऑफिस writer में विविध view options के बारे में सीख कर अपने tutorial की शुरूआत करते हैं,95,6.98,0.14841346442699432,0.0,13.6,True,
rvc_445718_00079.wav,445718,hi,calc में hyperlinks का इस्तेमाल कैसे करें,41,3.98,0.1404224932193756,0.0,10.3,True,
rvc_445718_00080.wav,445718,hi,यहाँ हम उबंटू लिनक्स वर्जन 1004 और लिबर ऑफिस सूट वर्जन 334 का उपयोग कर रहे हैं,78,10.98,0.13305194675922394,0.0,7.1,True,
rvc_445718_00081.wav,445718,hi,देखते हैं यदि मैं लॉगिन कर सकता हूँ लिखते हैं username alex है और मेरा पासवर्ड वह पासवर्ड जो मैंने इस्तेमाल किया था,115,8.98,0.17229990661144257,0.0,12.8,True,
rvc_445718_00082.wav,445718,hi,और koha version 1605,20,4.98,0.12694860994815826,0.0,4.0,False,speech too slow / stalled (4 chars/s)
rvc_445718_00083.wav,445718,hi,wizard का उपयोग करके form कैसे बनायें,37,2.98,0.16672323644161224,0.0,12.4,True,
rvc_445718_00084.wav,445718,hi,background slide पर लागू किये गये सभी रंगों और प्रभावों को उद्घृत करता है जो विषयवस्तु के पीछे मौजूद हैं,104,7.98,0.20693270862102509,0.0,13.0,True,
rvc_445718_00085.wav,445718,hi,उद्घोषक को reference notes के ज़रिये मदद करने के लिए जब वह दर्शक के सामने slides प्रस्तुत करे,93,6.98,0.16696034371852875,0.0,13.3,True,
rvc_445718_00086.wav,445718,hi,पहले प्रस्तुति sampleimpress odp खोलें,38,4.98,0.1469450145959854,0.0,7.6,True,
rvc_445718_00087.wav,445718,hi,calc में hyperlinks का इस्तेमाल कैसे करें,41,3.98,0.14804264903068542,0.0,10.3,True,
rvc_445718_00088.wav,445718,hi,यहाँ हम अपने operating system के रूप में उबंटु लिनक्स version 1004 और libreoffice version 334 का उपयोग कर रहे हैं,113,11.98,0.1495898962020874,0.0,9.4,True,
rvc_445718_00089.wav,445718,hi,मैं इस ट्यूटोरियल को फिर से कर रहा हूँ क्योंकि जब मैंने पहली बार किया था वह काम नही किया था,91,4.98,0.15414196252822876,0.0,18.3,True,
rvc_445718_00090.wav,445718,hi,cells को मर्ज करना cells में fit करने के लिए text को कम करना,60,3.98,0.18389274179935455,0.0,15.1,True,
rvc_445718_00091.wav,445718,hi,टाइपिंग के लिए भाषा की स्थापना के बारे में जानकारी पता कैसे करें,64,4.98,0.19398802518844604,0.0,12.9,True,
rvc_445718_00092.wav,445718,hi,और built इन functions का इस्तेमाल कैसे करें,43,4.98,0.16844260692596436,0.0,8.6,True,
rvc_445718_00093.wav,445718,hi,अगली चीज़ हम सीखेंगे कि कैसे कहीं बताएँ कि प्रयोगकर्तायूजरखुद डेटा डाल सकता है और विस्तृत कर सकता है,100,6.98,0.15889856219291687,0.0,14.3,True,
rvc_445718_00094.wav,445718,hi,हम यहाँ from पैरामीटर जैसा कुछ भी उपयोग नहीं करेंगे,51,5.98,0.130731999874115,0.0,8.5,True,
rvc_445718_00095.wav,445718,hi,अतः जैसे ही ये फील्ड्स अंदर आ रहे हैं मैं उनको एक md 5 hash में एन्क्रिप्ट करूँगा,81,8.98,0.169103741645813,0.0,9.0,True,
rvc_445718_00096.wav,445718,hi,koha version 1605  और  firefox web browser,42,6.98,0.17367738485336304,0.0,6.0,True,
rvc_445718_00097.wav,445718,hi,आप यह भी सीखेंगे कि एक object को कैसे चुनें स्थानांतरित करें और डिलीट करें,74,4.98,0.17018426954746246,0.0,14.9,True,
rvc_445718_00098.wav,445718,hi,ठीक है तो जो पहला हम बताएँगे वह है strlen,41,3.98,0.19331006705760956,0.0,10.3,True,
rvc_445718_00099.wav,445718,hi,इस tutorial के लिए मैं उपयोग कर रहा हूँ,39,2.98,0.2173464000225067,0.0,13.1,True,
rvc_445718_00100.wav,445718,hi,समझाने के लिए कि record changes का उपयोग करके डॉक्युमेंट का संपादन और पीर रिव्यू कैसे करें,90,6.98,0.18813735246658325,0.0,12.9,True,
rvc_445718_00101.wav,445718,hi,अब यह कोड का नया भाग है अतः मैं नीचे स्क्रोल करूँगा जिससे कि आप इसे आसानी से देख सकें,85,5.98,0.16936062276363373,0.0,14.2,True,
rvc_445718_00102.wav,445718,hi,यहाँ writer में मूलतः दो व्यापक उपयोगित view options हैं,56,4.98,0.19942550361156464,0.0,11.2,True,
rvc_445718_00103.wav,445718,hi,यहाँ हम operating system के रूप में उबंटू लिनक्स वर्ज़न 1004 और लिबर ऑफिस suite वर्ज़न 334 इस्तेमाल कर रहे हैं,110,11.98,0.14316391944885254,0.0,9.2,True,
rvc_445718_00104.wav,445718,hi,watercycle file खोलें और वह पेज चुनें जिसमें watercycle है,58,6.98,0.14134500920772552,0.0,8.3,True,
rvc_445718_00105.wav,445718,hi,मैं देख सकता हूँ कि जब मैं login पर क्लिक करता हूँ फिर से incorrect password,76,3.98,0.20418480038642883,0.0,19.1,True,
rvc_445718_00106.wav,445718,hi,इस tutorial का अनुकरण करने के लिए शिक्षार्थियों को library science का ज्ञान होना चाहिए,86,5.98,0.18883131444454193,0.0,14.4,True,
rvc_445718_00107.wav,445718,hi,अभी तक लिबर ऑफिस का उपयोग करके हमने database और tables बनाने के बारे में सीखा जहाँ हम data संचित करते हैं,105,9.98,0.14986823499202728,0.0,10.5,True,
rvc_445718_00108.wav,445718,hi,लिबर ऑफिस impress में कई background options हैं जो बेहतर प्रस्तुतियाँ बनाने में आपकी मदद करते हैं,97,5.98,0.20600907504558563,0.0,16.2,True,
rvc_445718_00109.wav,445718,hi,प्रस्तुति sampleimpress odp खोलें,33,5.98,0.14190876483917236,0.0,5.5,False,speech too slow / stalled (6 chars/s)
rvc_445718_00110.wav,445718,hi,slides pane से potential alternatives थंबनेल पर click करें,58,5.98,0.17790886759757996,0.0,9.7,True,
rvc_445718_00111.wav,445718,hi,यहाँ हम operating system के रूप में gnu/लिनक्स और लिबर ऑफिस suite वर्ज़न 334 इस्तेमाल कर रहे हैं,96,9.98,0.14500539004802704,0.0,9.6,True,
rvc_445718_00112.wav,445718,hi,इस tutorial की शुरुआत करते हैं और सीखते हैं कि spreadsheet में रोव्स और columns को कैसे जोड़ना है,97,5.98,0.1559373289346695,0.0,16.2,True,
rvc_445718_00113.wav,445718,hi,अतः सर्वप्रथम मैं यहाँ इस डेटा को डिलीट कर देता हूँ,51,7.98,0.14396394789218903,0.0,6.4,True,
rvc_445718_00114.wav,445718,hi,यहाँ हम अपने operating system के रूप में gnu/लिनक्स और libreoffice version 334 का उपयोग कर रहे हैं,98,9.98,0.14776749908924103,0.0,9.8,True,
rvc_445718_00115.wav,445718,hi,यहाँ हम उबंटू लिनक्स 1110 पर tux typing 180 का उपयोग कर रहे हैं,63,8.98,0.1757083684206009,0.0,7.0,True,
rvc_445718_00116.wav,445718,hi,चलिए sql queries लिखने के बारे में और अधिक सीखते हैं,52,4.98,0.1831945925951004,0.0,10.4,True,
rvc_445718_00117.wav,445718,hi,यह करने के लिए मैं connect include के सिवाय अपने पेज के सारे कोड डिलीट कर दूँगा,79,6.98,0.12912513315677643,0.0,11.3,True,
rvc_445718_00118.wav,445718,hi,हमें विशेष हैडर्स को भेजने की आवश्यकता है,41,2.98,0.2065333127975464,0.0,13.8,True,
rvc_445718_00119.wav,445718,hi,सुनिश्चित कर लें कि आपने कोष्ठक डालें हैं,41,7.98,0.10980309545993805,0.0,5.1,False,speech too slow / stalled (5 chars/s)
rvc_445718_00120.wav,445718,hi,आप अपनी पसंद के किसी भी अन्य वेब ब्राउज़र का उपयोग कर सकते हैं,62,3.98,0.1784655898809433,0.0,15.6,True,
rvc_445718_00121.wav,445718,hi,हाशिया margins set करने के लिए ruler और objects की स्थान set करने के लिए align toolbar का उपयोग करें,100,5.98,0.20138752460479736,0.0,16.7,True,
rvc_445718_00122.wav,445718,hi,यह काफी सरल है जिसमें हमारे पास hello नामक एक स्ट्रिंग वेल्यू है,64,5.98,0.16324807703495026,0.0,10.7,True,
rvc_445718_00123.wav,445718,hi,* ubuntu लिनक्स 1204 os,23,3.98,0.18585553765296936,0.0,5.8,False,speech too slow / stalled (6 chars/s)
rvc_445718_00124.wav,445718,hi,इस विशेषता के उपयोग का लाभ यह है कि समीक्षक मौजूद टेक्स्ट में टेक्स्ट जोड़ सकता है टिप्पणी कर सकता हैडिलीट कर सकता है या बदलाव कर सकता है जो कि समान डॉक्युमेंट में स्पष्टतः दिखाई देता है,186,14.98,0.15715506672859192,0.0,12.4,True,
rvc_445718_00125.wav,445718,hi,यह  update है  अतः मैं  update users लिख रहा हूँ जो आप देख सकते हैं कि हमारी टेबल है – अतः अपनी users टेबल को अपडेट करने के लिए,127,7.98,0.17985418438911438,0.0,15.9,True,
rvc_850754_00126.wav,850754,hi,object से तात्पर्य है draw में उपयोगित आकार या आकार का समूह जैसे lines squares arrows flowcharts आदि,100,10.98,0.1188373938202858,0.0,9.1,True,
rvc_850754_00127.wav,850754,hi,तो हमारे पास  1 2 3 4 5 अक्षर है,32,4.98,0.12367454171180725,0.0,6.4,True,
rvc_850754_00128.wav,850754,hi,अभ्यास के लिए gnu bash version 4 या उससे नए की सलाह दी जाती है,62,5.98,0.1500777006149292,0.0,10.4,True,
rvc_850754_00129.wav,850754,hi,और जब फाइल सेव हो जाती है टिप्पणियाँ समाविष्ट हो जाती हैं,57,3.98,0.12285854667425156,0.0,14.3,True,
rvc_850754_00130.wav,850754,hi,सुनिश्चित कर लें कि मैं यहाँ उद्धरणचिह्नों का इस्तेमाल करूँ,59,4.98,0.1226978674530983,0.0,11.8,True,
rvc_850754_00131.wav,850754,hi,web layout option document web browser में कैसे नज़र आएगा यह प्रदर्शित करेगा,76,4.98,0.1370113641023636,0.0,15.3,True,
rvc_850754_00132.wav,850754,hi,हमारी file की sheet 1 personal finance tracker के लिए spreadsheet सम्मिलित करती है,82,5.98,0.12863852083683014,0.0,13.7,True,
rvc_850754_00133.wav,850754,hi,और फिर उत्तर boolean में प्रदर्शित करता हैसही या गलत,52,4.98,0.10872655361890793,0.0,10.4,True,
rvc_850754_00134.wav,850754,hi,उदाहरणस्वरूप हमें चित्र print करके उसे file करना है,51,3.98,0.11500169336795807,0.0,12.8,True,
rvc_850754_00135.wav,850754,hi,किन्तु यहाँ यह दर्शा रहा है कि मेरा यूज़रनेम मौजूद है किन्तु मेरा पासवर्ड गलत है,80,4.98,0.12046121060848236,0.0,16.1,True,
rvc_850754_00136.wav,850754,hi,अधिक जानकारी के लिए कृपया इस website पर koha spoken tutorial की श्रृंखला देखें,78,6.98,0.155879944562912,0.0,11.2,True,
rvc_850754_00137.wav,850754,hi,यहाँ जल्दी और साथ ही साथ कम से कम errors के साथ data enter करने के लिए एक अन्य तरीका है,87,6.98,0.1385132372379303,0.0,12.5,True,
rvc_850754_00138.wav,850754,hi,अपनी प्रस्तुति के लिए custom background बनाएँ,45,3.98,0.12005656957626343,0.0,11.3,True,
rvc_850754_00139.wav,850754,hi,to achieve 95% shift to opensource software within 5 years,58,6.98,0.12975825369358063,0.0,8.3,True,
rvc_850754_00140.wav,850754,hi,slide में बायीं ओर के पहले text box को चुनें,44,3.98,0.1422441601753235,0.0,11.1,True,
rvc_850754_00141.wav,850754,hi,हमारी file की sheet 1 personal finance tracker के लिए spreadsheet सम्मिलित करती है,82,5.98,0.13056680560112,0.0,13.7,True,
rvc_850754_00142.wav,850754,hi,यहाँ केवल हमारे फील्ड्स के नाम हैं,34,2.98,0.12769050896167755,0.0,11.4,True,
rvc_850754_00143.wav,850754,hi,borders की formatting एक विशेष cell या cells के block पर की जा सकती है,70,5.98,0.1231079250574112,0.0,11.7,True,
rvc_850754_00144.wav,850754,hi,मुख्य मेन्यू में options पर क्लिक करें,38,3.98,0.12503433227539062,0.0,9.5,True,
rvc_850754_00145.wav,850754,hi,और फिर create query in sql view पर click करें,45,6.98,0.10685502737760544,0.0,6.4,True,
rvc_850754_00146.wav,850754,hi,मैं firstname lastname जन्मतिथि और gender या तो male या female  को रखूँगा,73,8.98,0.09600174427032471,0.0,8.1,True,
rvc_850754_00147.wav,850754,hi,या आप admin @php academy  जैसा कुछ लिख सकते हैं और com  जोड़ें यदि आप चाहते हैं,79,7.98,0.1271963119506836,0.0,9.9,True,
rvc_850754_00148.wav,850754,hi,हमें यह फील्ड चेक करने की आवश्यकता होगी यह देखने के लिए कि वे मौजूद हैं या नहीं,79,7.98,0.1397612988948822,0.0,9.9,True,
rvc_850754_00149.wav,850754,hi,यदि नहीं तो कृपया इस website पर koha spoken tutorial की श्रृंखला देखें,70,7.98,0.12542127072811127,0.0,8.8,True,
rvc_850754_00150.wav,850754,hi,इस slide में दर्शाये गये सभी आकार objects के रूप में उल्लिखित हैं,65,3.98,0.1472747027873993,0.0,16.3,True,
rvc_850754_00151.wav,850754,hi,और यदि हमें इस फंक्शन का इस्तेमाल करके वेरिएबल स्ट्रिंग की वेल्यू एको करनी है तो हमारे पास हमारे ब्राउज़र में परिणाम 5 होना चाहिए,129,11.98,0.10321857780218124,0.0,10.8,True,
rvc_850754_00152.wav,850754,hi,* shell script command line से arguments स्वीकार करता है,56,2.98,0.1765742152929306,0.0,18.8,True,
rvc_850754_00153.wav,850754,hi,अतः सीखते हैं कि यह सब कैसे करें,32,4.98,0.13689519464969635,0.0,6.4,True,
rvc_850754_00154.wav,850754,hi,फिर मैं लिखूँगा where  username is equal to the user वेरिएबल जो मुझे अभी मेरे पेज में मिला है,93,6.98,0.12905770540237427,0.0,13.3,True,
rvc_850754_00155.wav,850754,hi,यह उपयोगी है जब आपको html documents बनाने होते हैं तथा documents को एडिट करते वक्त full screen mode में उसे देखने के लिए,120,9.98,0.11670654267072678,0.0,12.0,True,
rvc_850754_00156.wav,850754,hi,मैंने columns spent और received में कुछ राशियाँ जोड़ दी हैं,59,8.98,0.09401590377092361,0.0,6.6,True,
rvc_850754_00157.wav,850754,hi,personalfinancetracker ods खोलते हैं,36,3.98,0.12026329338550568,0.0,9.0,True,
